transaction_id,customer_id,transaction_timestamp,transaction_amount,currency,merchant_id,merchant_category,payment_method,channel,device_type,device_id,ip_address,customer_age,customer_region,account_age_days,is_international,previous_fraud_flag,fraud_label
TXNP2Z33R,CUSTI1FU0J,2023-08-07 00:35:00,10936.18,INR,MRC0Z66TZ,Electronics,Debit Card,POS,Tablet,DEVAI4N5S,4.117.42.229,65,UAE,1834,0,0,0
TXNLYZS5V,CUSTFUH0H0,2023-02-07 22:09:00,30745.72,INR,MRCBPT4EM,Grocery,Credit Card,Mobile App,Android,DEVCUGT5E,162.195.249.27,67,Germany,1099,1,0,1
TXNCQT131,CUSTUQDP47,2023-03-05 01:04:00,28754.46,INR,MRC10FGYB,Gaming,Debit Card,Online,iOS,DEV2AXN39,236.130.215.212,60,UAE,456,1,0,0
TXNX55FT3,CUSTD72ULT,2023-05-25 23:07:00,15810.76,INR,MRCI9GSLY,Gaming,Credit Card,Online,Web,DEVAG7VQF,86.226.92.56,43,USA,3413,1,0,0
TXNG283Y4,CUST8RDFDH,2023-06-25 21:24:00,29520.92,INR,MRCXCER86,Fashion,UPI,Mobile App,iOS,DEVMMZ0BL,14.136.60.161,24,UK,1498,1,0,0
TXNM4820H,CUSTH5E355,2023-03-22 11:03:00,42505.72,INR,MRCGYUYOX,Fashion,Wallet,Mobile App,iOS,DEVEOY6OH,224.58.189.241,62,USA,3423,0,0,0
TXNBDK4C0,CUSTPW9OY0,2023-09-01 03:17:00,47364.72,INR,MRC71M8AW,Luxury,Net Banking,Mobile App,Tablet,DEV5RKGLL,201.52.99.250,47,Singapore,3451,1,0,0
TXNBQ7A4G,CUST4A5JPL,2023-08-07 19:12:00,1418.48,INR,MRCJAW5UV,Grocery,UPI,Online,Web,DEVDSJZ60,117.93.238.124,66,India,902,1,0,1
TXNIKDCD9,CUST4WOQ6S,2023-06-27 20:55:00,406.15,INR,MRCACJSZG,Travel,Debit Card,Online,Web,DEV1UWVEK,222.74.172.139,67,UAE,1257,1,0,0
TXNNCSFFC,CUSTL5S58H,2023-04-25 07:37:00,40015.5,INR,MRCU8GTQN,Electronics,Credit Card,Mobile App,Web,DEVSSFRWA,68.205.28.115,39,India,2810,0,0,0
TXNJZF1Q2,CUSTXEKKYL,2023-10-16 21:54:00,31677.4,INR,MRCEPOPX1,Fashion,UPI,POS,iOS,DEVP5VBZ1,224.63.217.30,59,Germany,1473,1,0,0
TXN5EY1GN,CUSTONBF3G,2023-04-07 13:32:00,19046.74,INR,MRC7C026C,Grocery,Credit Card,Mobile App,iOS,DEVH48DR0,236.248.152.198,27,Singapore,2504,1,0,0
TXNWFJ7Y2,CUSTIEAV01,2023-01-08 00:18:00,18892.28,INR,MRCHMGS5H,Fashion,UPI,Online,Web,DEVDM7GPO,159.248.222.234,25,Germany,2266,0,0,0
TXNPCUF9U,CUSTZMWLUJ,2023-09-23 19:47:00,35737.47,INR,MRCVDPT1H,Fashion,Credit Card,Mobile App,Tablet,DEVB741RN,236.230.126.95,25,USA,1983,1,0,0
TXNHGSGIY,CUST4WZFIU,2023-04-21 13:58:00,38301.41,INR,MRC0KMWP9,Gaming,Wallet,POS,Tablet,DEVCW20F0,40.183.165.226,61,UAE,1438,1,0,0
TXN3QAKS2,CUSTI7XPM8,2023-07-17 12:41:00,1715.62,INR,MRCGAUHE6,Grocery,UPI,POS,Web,DEVYRX0O4,84.197.149.27,19,Germany,26,1,1,1
TXNJXZXRQ,CUSTDWJ990,2023-03-26 09:48:00,25114.51,INR,MRCT1X33A,Gaming,Debit Card,Online,Tablet,DEV8MCC7V,18.52.72.86,37,Singapore,1587,1,0,0
TXNZLDCXI,CUST1W0W1H,2023-04-10 13:02:00,31922.65,INR,MRC7OJQTQ,Electronics,Wallet,POS,Web,DEVAS7HZ1,181.12.59.143,48,Singapore,2199,1,0,0
TXNBGWQ5B,CUSTSCO4ER,2023-05-27 09:29:00,46177.32,INR,MRCTA3KZD,Fashion,Debit Card,Mobile App,Android,DEVEPOP5U,65.2.198.187,63,India,3160,1,1,1
TXNM20Y7J,CUSTEQN5CG,2023-08-04 15:36:00,20047.7,INR,MRC531I3B,Electronics,Debit Card,Online,Web,DEV00VBXY,5.64.219.162,56,UAE,3339,1,0,0
TXNXHAMDD,CUST1HOI9R,2023-06-24 17:48:00,47919.51,INR,MRCQB94IF,Luxury,UPI,POS,Android,DEVOIPOMK,249.49.136.145,43,India,148,1,0,0
TXN80N4PJ,CUSTJHA5EF,2023-08-15 04:08:00,41452.87,INR,MRCKZ3WQG,Luxury,Wallet,Online,Web,DEVCEXMTZ,224.204.1.153,51,UAE,1505,1,0,0
TXN183X01,CUSTGY6XG1,2023-10-02 03:23:00,33147.3,INR,MRCX05RDM,Grocery,Debit Card,Online,Tablet,DEVWWGCYD,148.106.194.137,64,UK,3227,1,0,0
TXNAN51KV,CUST6LT5RT,2023-06-14 19:39:00,35607.58,INR,MRC8ZA01J,Electronics,UPI,Online,Android,DEVZ4C2MJ,20.52.176.226,32,USA,2082,1,0,0
TXNAAJD7O,CUSTLLOWK8,2023-01-05 23:25:00,30322.95,INR,MRCENI9PY,Pharma,Credit Card,Online,iOS,DEVN94BOX,68.45.250.13,66,USA,767,1,0,0
TXNSTQW67,CUSTKHVTVS,2023-07-12 18:44:00,28493.88,INR,MRCLG6492,Gaming,UPI,Mobile App,Web,DEVWO0QGB,38.168.50.5,57,UAE,1278,1,0,1
TXNBLZ1EL,CUSTJ4WWLB,2023-02-24 17:04:00,45105.07,INR,MRCWLTJ8J,Pharma,Debit Card,Mobile App,Android,DEVZUA0IY,217.91.82.143,27,Singapore,883,0,0,0
TXNHAPVJQ,CUSTL1G88O,2023-02-08 11:35:00,16894.85,INR,MRC4P69WZ,Travel,Credit Card,Mobile App,Android,DEV75X280,9.68.135.198,67,Germany,3551,1,0,0
TXNYB6VRZ,CUSTR1RL86,2023-10-15 01:50:00,12352.57,INR,MRCC6Y65U,Gaming,Debit Card,Mobile App,Web,DEVMFTYKP,130.12.83.204,47,UK,3106,1,0,0
TXNI0QST6,CUST14D4QV,2023-12-24 05:41:00,43429.97,INR,MRCU4FJ3C,Travel,Wallet,Mobile App,iOS,DEVW14ABT,37.206.173.92,49,UAE,1298,1,0,1
TXNW98UK2,CUSTWH8FVM,2023-08-29 11:05:00,7297.71,INR,MRCUGNNVZ,Electronics,Debit Card,POS,Web,DEVZKXO7B,71.105.138.105,25,Germany,796,0,0,0
TXNUOH486,CUST3QG2O6,2023-10-30 11:38:00,11391.13,INR,MRCHED0CY,Travel,Net Banking,Online,Tablet,DEVWZO8QI,210.170.101.42,18,UAE,773,1,0,1
TXNFG14I1,CUSTJDQZAO,2023-11-07 19:07:00,18244.51,INR,MRC13FJL0,Gaming,Net Banking,POS,Web,DEVQ491O3,2.231.119.232,51,UAE,674,1,0,0
TXNAAMCTB,CUSTM5G1KU,2023-05-08 18:07:00,8942.82,INR,MRCOAS8GZ,Fashion,Wallet,POS,Tablet,DEVII5JRC,25.94.83.112,32,India,1965,1,0,0
TXN7MAFFH,CUSTT3XPRE,2023-05-02 15:14:00,32482.21,INR,MRCFNFIAM,Travel,Wallet,POS,Web,DEVCM4ENO,22.231.26.4,22,Germany,1014,1,0,0
TXNYRC1VW,CUSTIQHITH,2023-07-27 06:59:00,33843.79,INR,MRCZSZNVJ,Travel,Net Banking,Online,Tablet,DEVLDDO3D,167.243.133.114,50,India,11,0,0,0
TXNDUYT7V,CUSTVJ7X3P,2023-10-29 12:29:00,7872.82,INR,MRCDRT3DW,Gaming,UPI,Online,iOS,DEVQNBWBR,138.230.118.135,43,UAE,1763,1,0,0
TXNVQJ0PA,CUST9MC022,2023-07-27 01:07:00,10148.86,INR,MRC9BQH4Y,Pharma,UPI,Online,Android,DEVQEEK63,186.247.140.144,44,Singapore,2342,1,0,0
TXNOYXR30,CUST072NUW,2023-04-02 01:10:00,16469.68,INR,MRC2YS11G,Fashion,Credit Card,Mobile App,Web,DEVZ09D9D,163.131.77.139,19,USA,911,1,0,0
TXNQ5JIIW,CUSTBFJUJ5,2023-10-11 02:53:00,38146.69,INR,MRCXG2GQL,Pharma,UPI,Online,Android,DEVEVDX3H,249.113.5.130,68,Germany,1334,1,0,1
TXNS86ZA5,CUST6F00MS,2023-12-29 20:58:00,22289.69,INR,MRCXQJK86,Gaming,Wallet,Online,iOS,DEV0NATTP,136.179.175.93,55,UK,2359,1,0,0
TXNI0JE5D,CUST1AH66T,2023-04-03 00:41:00,10056.15,INR,MRCFGLAWQ,Electronics,UPI,Online,Web,DEVV12XCC,80.62.30.7,19,UAE,1514,1,0,0
TXNBQI9G3,CUSTW2DMHR,2023-07-28 11:50:00,2766.93,INR,MRCZ4T55X,Electronics,Wallet,Online,iOS,DEVL0MXCF,238.245.19.16,69,UK,3558,1,0,0
TXNUE2HT5,CUSTM30XCJ,2023-10-07 20:27:00,21814.77,INR,MRC10YR97,Gaming,Wallet,POS,iOS,DEVFY9JE4,187.2.241.225,38,UK,3214,0,0,0
TXNRAWKLQ,CUSTMUXBE8,2023-12-07 13:39:00,13238.55,INR,MRCU3CWLJ,Fashion,Wallet,POS,Web,DEVFRX3MW,248.200.107.162,24,Singapore,169,0,0,0
TXN7WM0SZ,CUSTD08TZJ,2023-08-29 22:48:00,30967.46,INR,MRCQIT4KL,Luxury,UPI,Mobile App,Tablet,DEV9EZZ61,177.94.51.192,29,UK,3528,0,0,0
TXN4ESXFO,CUSTSAFTGS,2023-05-19 23:39:00,14498.3,INR,MRCHEMXX6,Luxury,Net Banking,Online,iOS,DEV8DSSOG,24.168.125.72,55,India,2559,1,0,1
TXNWV5KL4,CUSTDJUU9M,2023-01-18 02:24:00,4695.43,INR,MRCUHPU19,Gaming,Debit Card,POS,Tablet,DEVJ8SOAN,79.108.213.122,27,India,1458,1,0,0
TXN7B0XNI,CUSTQFDY6W,2023-12-12 16:55:00,41630.24,INR,MRCVIVVEP,Travel,Credit Card,Online,iOS,DEVCEGJB8,155.159.194.214,61,UK,2114,1,0,0
TXN31TV91,CUSTMNJP7O,2023-12-19 10:53:00,45241.88,INR,MRC6FEE6E,Pharma,UPI,Mobile App,iOS,DEVHTBQWY,6.106.239.94,70,UK,170,0,0,0
TXN254XFS,CUSTVLDZ9J,2023-12-05 15:05:00,35557.11,INR,MRCYOD6RJ,Luxury,Credit Card,Mobile App,Web,DEVFPVZ8O,70.220.214.183,39,Singapore,227,0,0,0
TXN7POM5F,CUSTMSVGMP,2023-06-14 15:24:00,10063.19,INR,MRCDFIT08,Fashion,UPI,Online,Web,DEVWBWH8U,187.77.155.44,35,UK,2298,0,0,0
TXND63JT1,CUSTHXYGJH,2023-04-11 20:20:00,49182.25,INR,MRCPTOFPM,Travel,Credit Card,Online,Tablet,DEVLZRQZL,111.30.176.18,66,UAE,1796,1,0,0
TXNP5VVTY,CUSTWPU8Y8,2023-03-21 16:31:00,296108.11,INR,MRCNMCIL9,Luxury,Wallet,POS,iOS,DEV3L3ZGM,136.239.196.14,32,India,2685,1,0,1
TXNN1JK5X,CUSTRX3RX6,2023-07-19 14:39:00,670061.26,INR,MRCPIWXMI,Grocery,Net Banking,Online,Web,DEVD07BXQ,30.235.229.192,33,UAE,3649,1,0,1
TXN15QJS7,CUST1CKVNL,2023-09-21 19:40:00,35552.46,INR,MRCH208ME,Pharma,Debit Card,Mobile App,Android,DEVATBOEL,222.156.238.25,68,UAE,3346,0,0,0
TXNCRX45T,CUSTT6P0UM,2023-12-14 20:13:00,25137.73,INR,MRCIYBE6C,Fashion,Wallet,Online,iOS,DEVWIA4EO,64.86.88.223,34,USA,2591,1,0,0
TXNNZV4S9,CUST7GR9PA,2023-09-03 12:50:00,40545.34,INR,MRC1Y5FER,Grocery,UPI,POS,Tablet,DEVJ888Z9,165.68.19.100,19,UK,674,1,0,0
TXNEJNM3U,CUST6TZDBH,2023-01-12 01:23:00,34285.1,INR,MRCKMV6U5,Travel,Debit Card,POS,Android,DEVN7V7FB,171.79.71.98,65,Singapore,2738,1,0,0
TXN9MZHHG,CUST5HW7RF,2023-06-03 13:19:00,33233.82,INR,MRCU49K5I,Gaming,Wallet,Mobile App,Web,DEV4MCE99,172.86.101.241,23,India,96,1,0,0
TXN1ZI4E9,CUSTHUXW2U,2023-08-31 02:46:00,37879.37,INR,MRC94YUKM,Fashion,Net Banking,Mobile App,Web,DEVD8T0DW,234.203.223.222,20,Germany,2545,1,0,0
TXN85VW7J,CUSTTKYPJT,2023-05-27 10:49:00,8258.9,INR,MRCGF3U87,Luxury,Wallet,POS,Web,DEVRFPC7X,204.45.239.64,68,USA,2110,1,0,0
TXNQVOUPK,CUSTQ78GNT,2023-02-21 15:45:00,21764.4,INR,MRCLD9LQ2,Pharma,Debit Card,Mobile App,iOS,DEVYCMZ2K,105.42.11.210,47,USA,474,1,0,0
TXN1AL9HX,CUSTRE7ZX6,2023-07-02 15:54:00,11608.48,INR,MRCIM7YJH,Gaming,Wallet,Online,Web,DEVUK97HH,238.73.205.177,54,Germany,2843,1,0,0
TXNRY66IQ,CUSTVFZ5OL,2023-10-21 01:51:00,30495.91,INR,MRCZKKABK,Fashion,Credit Card,Online,Web,DEVAYJCZ6,109.28.127.27,29,India,3344,1,0,1
TXN96S7OV,CUST6ABAC7,2023-08-31 20:48:00,15536.28,INR,MRCY8OD5J,Fashion,Credit Card,Mobile App,Tablet,DEVV0VFPO,206.15.56.157,52,USA,2222,0,0,0
TXNVN33H2,CUSTEQ2ZYS,2023-01-02 07:07:00,19593,INR,MRCS6P0NK,Travel,Credit Card,Mobile App,iOS,DEVN5BJGE,14.129.112.164,35,UAE,1501,1,0,0
TXN92WWMD,CUST7OZ1EI,2023-02-21 05:09:00,6673.01,INR,MRCOCAKH1,Grocery,Debit Card,POS,Android,DEVKM6KP0,146.18.115.199,35,Singapore,961,0,0,0
TXNRS5LB9,CUSTQ445PP,2023-09-10 17:58:00,30223.82,INR,MRC6THQ23,Luxury,Credit Card,Online,Android,DEVPF5X2X,28.36.155.48,45,Germany,2719,1,0,0
TXN00AHMO,CUSTO44KPM,2023-09-07 21:23:00,1805.72,INR,MRC0JMFLT,Luxury,UPI,Mobile App,Android,DEV7YLCWD,78.174.211.113,51,UAE,2770,1,0,0
TXNQ6HNG2,CUSTWBDJM7,2023-02-27 17:22:00,18394.07,INR,MRC85AMA0,Electronics,UPI,POS,Tablet,DEV7RTFN6,40.71.78.126,21,UAE,1299,1,0,0
TXNAFXD41,CUSTFI28X9,2023-02-08 10:59:00,2286.84,INR,MRC2UV0O3,Electronics,Credit Card,Online,Web,DEVW93807,193.123.26.39,65,Germany,231,1,0,1
TXNJ4NFB0,CUSTI7R211,2023-06-20 12:30:00,31743.11,INR,MRC32Z6F3,Gaming,UPI,POS,Web,DEVG8ZSOW,12.203.149.229,23,India,976,1,0,0
TXN32XOZG,CUSTS8II3C,2023-03-23 04:53:00,14658.15,INR,MRC8NHXYD,Gaming,Debit Card,POS,Web,DEV7QRDUF,144.74.190.137,38,UK,3068,1,1,1
TXN1MML15,CUSTSF3Y1U,2023-12-09 10:44:00,29047.8,INR,MRCFYK0ME,Gaming,Credit Card,POS,Android,DEVZ3RQPD,135.210.242.165,41,UK,3644,0,1,1
TXNJ4TOJ7,CUSTZDVO8A,2023-02-15 16:10:00,15894.52,INR,MRCOISZK6,Fashion,Net Banking,POS,Tablet,DEV6ME1Q8,144.200.247.101,45,USA,3578,1,0,0
TXNAOPZ11,CUST4O1WMR,2023-12-25 08:19:00,885.6,INR,MRCKGNATB,Luxury,UPI,POS,iOS,DEVYUFYCD,8.241.45.26,69,UAE,1369,1,0,0
TXND1NYL3,CUSTOCKFEN,2023-10-04 18:34:00,972.19,INR,MRC2H6DBU,Electronics,Debit Card,Mobile App,Tablet,DEVFEHO5Y,15.235.212.142,47,Singapore,38,1,0,1
TXNRMPRAC,CUSTJOBHNZ,2023-06-21 03:09:00,47682.98,INR,MRCSCRHZY,Grocery,Net Banking,POS,Web,DEVRIVP5H,30.16.246.8,26,India,2108,1,0,0
TXNM1MLYL,CUSTCTBVK2,2023-04-14 03:52:00,45116.76,INR,MRCUX67A4,Fashion,UPI,POS,iOS,DEVO0I2FP,171.79.119.49,53,UAE,1030,0,0,0
TXN50K57E,CUSTGHPAUK,2023-09-19 19:47:00,29118.25,INR,MRC0HZ1HW,Luxury,UPI,Online,Android,DEVTURQTR,170.13.32.217,47,Singapore,1206,1,0,1
TXNXCBFJY,CUSTUECKF2,2023-11-04 15:31:00,34635.59,INR,MRCQV8LKZ,Fashion,Credit Card,POS,Android,DEVAJKZ9H,8.89.192.110,22,UAE,3645,1,0,0
TXNO22W4P,CUST19IILV,2023-01-12 04:28:00,41727.43,INR,MRCR4QS09,Electronics,Credit Card,POS,iOS,DEVEDFT0T,66.157.169.21,24,Germany,1220,0,0,0
TXNUR6T64,CUSTQR60E5,2023-11-21 13:34:00,5583.83,INR,MRCMYCN4D,Grocery,Net Banking,POS,Web,DEVH80KL6,27.34.122.202,24,Germany,3609,1,0,0
TXNHXFBR4,CUSTZVSJAG,2023-03-04 01:12:00,22885.01,INR,MRCXX1KP8,Fashion,Net Banking,POS,Tablet,DEVFUC9VN,40.56.55.103,35,USA,2104,1,0,0
TXNK3UW0C,CUST0WID8B,2023-05-27 08:59:00,38213.71,INR,MRCQ60C6M,Grocery,Debit Card,Mobile App,iOS,DEV39Z7LT,228.168.119.101,31,Germany,1767,1,0,0
TXNUFFP43,CUSTHKXT0C,2023-07-23 21:58:00,23891.07,INR,MRCXAFGJ3,Gaming,UPI,POS,iOS,DEVQ138BG,67.68.148.107,35,India,996,1,0,0
TXNAH8FEG,CUSTEEV0RM,2023-07-08 21:59:00,4324.16,INR,MRCD9F4QO,Electronics,Wallet,Mobile App,Tablet,DEVR0YMJR,132.105.34.250,69,Germany,261,1,0,0
TXN53BD1P,CUSTTNVFF9,2023-09-22 15:13:00,17322.54,INR,MRCTMXODQ,Travel,UPI,Mobile App,Web,DEVNHDLOC,239.84.115.149,45,Germany,1244,1,0,0
TXN0JFPN8,CUSTAYL2SM,2023-11-03 09:39:00,32024.54,INR,MRC8SQQDK,Grocery,Credit Card,Online,Tablet,DEVBYPRA7,225.18.135.37,52,Singapore,3410,1,0,0
TXNV5BA9F,CUST2BAAGX,2023-03-30 10:27:00,28872.53,INR,MRCIZ4D84,Fashion,UPI,POS,Android,DEVFVJTM8,7.145.169.102,22,UK,1423,1,0,0
TXN2PMSMT,CUST2V3LRA,2023-08-28 16:02:00,870402.22,INR,MRC28MSP2,Electronics,Net Banking,POS,Web,DEVC7IBDS,137.176.87.59,38,UAE,926,1,0,1
TXNMXAQZ6,CUSTREUMOA,2023-08-27 12:33:00,37838.19,INR,MRCE4EAPG,Luxury,Debit Card,Online,iOS,DEVP36ZAA,38.239.222.237,63,India,1138,1,0,0
TXNRNN6A0,CUSTVZMSLW,2023-12-21 11:22:00,22468.83,INR,MRC3HXLGB,Pharma,Wallet,Online,Tablet,DEV1ZOXKM,122.74.243.92,44,UAE,805,1,1,1
TXN8UGSHS,CUSTDF8904,2023-03-10 02:51:00,40692.89,INR,MRCWTUD7R,Luxury,Debit Card,Mobile App,Android,DEVXBX2FC,159.76.168.189,31,India,1097,1,0,0
TXNJ8V4DU,CUSTW31X3E,2023-11-12 09:48:00,49807.55,INR,MRCC99SFK,Electronics,UPI,POS,Tablet,DEV1B2B7U,161.151.141.214,59,Singapore,539,1,0,0
TXNE87LK1,CUST6JHO12,2023-03-08 01:25:00,5859.17,INR,MRCTJP3TZ,Fashion,Debit Card,POS,Web,DEVJUAYFQ,155.254.118.210,35,UAE,2934,1,0,0
TXN1CFEIC,CUST3KT1EY,2023-01-08 06:06:00,10417.39,INR,MRCK6BZFZ,Travel,Net Banking,Mobile App,Android,DEV7P7NS2,121.174.178.66,42,India,529,1,0,0
TXNQ5ZOX7,CUSTFUQYMN,2023-11-29 20:01:00,28742.79,INR,MRCBSLQOV,Grocery,Wallet,POS,Android,DEVP1AK46,216.246.5.62,66,USA,94,0,0,0
TXNV54LRS,CUSTZ4UL2T,2023-08-18 21:24:00,1052.2,INR,MRC70VV53,Grocery,UPI,Mobile App,iOS,DEVBURCGR,158.11.183.244,20,UAE,1971,1,0,0
TXNQPLCG8,CUST0UIH3Z,2023-08-18 05:34:00,26224.24,INR,MRC7DLGCR,Luxury,UPI,POS,Web,DEVPPE41X,31.69.233.109,18,USA,361,1,0,0
TXNSA9EE8,CUSTYHUYVC,2023-02-23 15:13:00,41030.22,INR,MRCBJS40R,Pharma,Credit Card,Online,Web,DEVDE4HPI,232.143.13.140,35,UK,3184,1,0,1
TXNJQI29U,CUST8K2VBA,2023-07-07 21:20:00,31766.82,INR,MRC1OYFLE,Fashion,Credit Card,Mobile App,iOS,DEVL2BPX1,171.159.235.15,66,Singapore,3509,1,0,0
TXNXF29QM,CUST594XLI,2023-12-21 07:41:00,32349.41,INR,MRC60Q6UM,Pharma,Credit Card,POS,iOS,DEVXYFM5J,63.224.72.251,70,Singapore,282,1,1,1
TXNHR2LZ7,CUSTO3XNGZ,2023-11-07 02:20:00,19653.95,INR,MRCWLTMBO,Pharma,Wallet,Online,iOS,DEVSTWQC2,58.255.112.128,57,USA,2350,0,0,0
TXNPATWBC,CUSTAODCOA,2023-10-21 00:02:00,47652.15,INR,MRCHNJ3D1,Luxury,Wallet,POS,Android,DEVIAIN0T,94.13.95.206,60,India,1002,1,0,0
TXN12YQ8X,CUST3FK595,2023-01-25 12:23:00,13193.28,INR,MRC6KEUWW,Electronics,Wallet,Online,iOS,DEVG4LVWE,4.207.203.7,64,India,1654,1,0,0
TXN8H8FU0,CUSTMCNFIX,2023-05-06 10:32:00,19987.26,INR,MRCW1ORIB,Electronics,UPI,Online,Tablet,DEV58D4WG,45.179.159.41,43,India,166,1,0,1
TXNV45UDL,CUSTFC286X,2023-01-08 19:42:00,19559.45,INR,MRCW8IWAU,Gaming,Net Banking,Mobile App,Tablet,DEV6CIPSU,245.191.168.102,64,USA,1240,1,0,0
TXNE4EVZ1,CUSTTFOC3D,2023-07-23 09:44:00,10875.5,INR,MRCS8UB7N,Pharma,Wallet,Online,iOS,DEVDW4ADX,20.21.230.93,18,India,3306,1,0,0
TXNBODJG2,CUSTOQZS79,2023-01-10 03:05:00,46761.92,INR,MRC7DKU5X,Grocery,Credit Card,Online,iOS,DEV4SBB8G,255.145.173.97,56,Singapore,1600,1,0,0
TXNU58LT8,CUSTEQ5XMO,2023-11-06 19:53:00,27731.96,INR,MRC4AKN3A,Gaming,UPI,Online,Web,DEVOBQZPX,35.249.195.227,33,Germany,227,1,0,1
TXN6AZV56,CUSTFTYLVE,2023-12-19 01:51:00,40058.43,INR,MRCDZX0LK,Luxury,Net Banking,Online,Android,DEVC1KW33,167.211.54.55,21,Germany,1500,1,1,1
TXN0ZND2N,CUSTZC3K9T,2023-04-04 00:58:00,33915.27,INR,MRCLAX9N3,Grocery,UPI,Mobile App,iOS,DEVU9FVCF,17.200.162.79,53,Singapore,2649,1,0,1
TXN25HH5I,CUSTG4T278,2023-11-05 03:50:00,47675.02,INR,MRCF53DIM,Grocery,Debit Card,Mobile App,Android,DEVJ2JLUF,208.31.55.65,24,Singapore,2812,1,0,1
TXNPW2UNY,CUSTZ2BBU6,2023-05-19 07:26:00,9689.33,INR,MRCFTPFVJ,Travel,UPI,Mobile App,Android,DEV8FXSGR,28.16.182.9,54,India,3561,1,0,0
TXNWC8IXT,CUST08SHHI,2023-11-01 10:24:00,39508.55,INR,MRCDYWJJK,Gaming,Net Banking,Mobile App,iOS,DEV2UCREV,66.205.90.118,42,Singapore,3343,1,0,0
TXNQG5ASJ,CUSTTXTFWJ,2023-07-20 22:44:00,26668.72,INR,MRCHK1UKW,Luxury,Debit Card,POS,Web,DEVM9GAB9,141.57.236.98,44,USA,3211,1,0,0
TXN8GIB1Q,CUSTFVK01Q,2023-01-12 19:15:00,41851.72,INR,MRCQG8MOC,Grocery,Credit Card,Online,Web,DEVI9VRQD,60.71.187.45,22,USA,795,0,0,0
TXNEVU51W,CUSTI9WNF2,2023-03-09 13:38:00,33980.37,INR,MRCPYQYCY,Fashion,Debit Card,POS,Tablet,DEV946019,241.209.185.44,58,Germany,2695,1,0,0
TXNG06CC3,CUSTM7S2AZ,2023-02-11 23:43:00,11269.6,INR,MRC4B7GK9,Luxury,Wallet,POS,iOS,DEVT7ZIZM,54.190.182.82,24,USA,2314,1,0,0
TXNFBVQV7,CUST9QFTZ8,2023-09-15 11:26:00,32299.93,INR,MRC3TG8LX,Travel,Credit Card,Online,Tablet,DEVN4VX3U,238.14.35.31,20,Singapore,171,1,0,0
TXNFVZIYF,CUSTJUHYRC,2023-08-22 10:50:00,6505.09,INR,MRCLRM9JV,Grocery,Wallet,Mobile App,Web,DEV7O0CMU,66.103.152.174,32,UK,3282,1,0,0
TXNMQRGWF,CUSTYUXZVN,2023-11-13 11:39:00,47404.65,INR,MRCNPPZZU,Luxury,Credit Card,Online,Web,DEVAUUSB2,204.6.178.78,63,UAE,1582,0,0,0
TXN2MVFE8,CUSTCCXYZJ,2023-06-01 14:03:00,45815.27,INR,MRCCCPRK9,Grocery,Net Banking,Online,iOS,DEVJEVEQU,172.179.239.30,48,Singapore,1700,1,0,0
TXNM0E99U,CUST4YGMC6,2023-12-05 00:35:00,41128.85,INR,MRC2TTMMZ,Grocery,Net Banking,Online,Web,DEV1WCIBY,91.230.128.231,25,USA,878,1,0,0
TXNA15N5P,CUSTLVPO3Q,2023-09-17 06:22:00,31893.34,INR,MRCNYQDKA,Electronics,Wallet,Mobile App,Android,DEVN2ECC8,41.25.103.45,29,Germany,295,1,0,1
TXNXCRAKU,CUSTLL0OUQ,2023-09-14 13:22:00,6184.76,INR,MRCDCB03E,Electronics,Net Banking,POS,Android,DEVP6U37E,130.170.39.76,30,UAE,2315,1,0,0
TXN024W15,CUSTV4VW92,2023-04-26 18:12:00,25195.09,INR,MRCUVPG9L,Fashion,Net Banking,Online,Tablet,DEVNURCUS,43.233.222.250,49,USA,2837,1,0,0
TXNU25HI8,CUSTS3Y1BN,2023-03-23 09:30:00,26638.97,INR,MRCP1DOM5,Gaming,Net Banking,POS,Android,DEVYS35MP,28.11.38.193,66,UAE,47,1,0,0
TXNZ040AT,CUSTH1HQIV,2023-06-09 15:19:00,13361.41,INR,MRCH70YFX,Grocery,Credit Card,Online,Tablet,DEVYOMJQG,235.57.8.109,56,Germany,2800,0,0,0
TXNH77RP9,CUST0RUSY9,2023-04-10 12:03:00,29590.56,INR,MRCWKGL6R,Fashion,Debit Card,POS,Web,DEVI6DLIC,153.191.172.60,48,Singapore,1256,1,0,0
TXNYLYYUV,CUSTW7O4MM,2023-07-21 23:33:00,1195.15,INR,MRCH3C3VY,Luxury,Credit Card,Online,Tablet,DEVN7WMY2,111.35.112.224,44,UK,171,1,0,0
TXNKNU31E,CUSTA4QKFA,2023-11-30 11:17:00,17943.03,INR,MRCFT7UZJ,Luxury,Credit Card,Online,Web,DEVFPLIWG,206.141.219.65,43,Singapore,1590,0,0,0
TXNMKDWJS,CUSTXEICG7,2023-09-08 23:10:00,35506.56,INR,MRCWCLERF,Fashion,UPI,Mobile App,Web,DEVGRB4L5,97.24.239.64,23,USA,342,1,0,1
TXNQ2GIM9,CUSTCNC55G,2023-03-10 08:09:00,26830.67,INR,MRCF7W2GO,Travel,Net Banking,Online,Tablet,DEVG6HX77,167.102.34.82,52,USA,455,1,0,0
TXNQBQFGB,CUSTNC4EKI,2023-05-09 16:18:00,15680.41,INR,MRCEHQJQ1,Electronics,UPI,POS,Tablet,DEVP120DW,106.30.199.46,33,UK,373,1,0,0
